Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/find-carparks?uuid=28d0b59b-d904-4a83-a0e1-642fcaffaffc&n=1,1,0,6341.651499998989,6341.651499998989,6341.651499998989,6341.651499998989,231.0,0.017372932968083052,0.0,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300
GET,/api/find-carparks?uuid=2923c3be-dbbe-4d5f-a8a1-6483963aea73&n=1,1,0,12975.980600000184,12975.980600000184,12975.980600000184,12975.980600000184,233.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=2b12f37a-e2a5-45d3-bcb5-35d83f92b6b5&n=5,1,0,8225.633999994898,8225.633999994898,8225.633999994898,8225.633999994898,598.0,0.017372932968083052,0.0,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200
GET,/api/find-carparks?uuid=2d5aac33-69ff-4424-8926-bbcc138d7fef&n=5,1,0,14419.308299999102,14419.308299999102,14419.308299999102,14419.308299999102,597.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=2e34d327-9df0-45af-92b4-0ee4ab4181c4&n=5,1,0,16128.926199999114,16128.926199999114,16128.926199999114,16128.926199999114,597.0,0.017372932968083052,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/api/find-carparks?uuid=2ebc6457-89ac-492f-95b3-8e0575b8c862&n=1,1,0,14857.110299999476,14857.110299999476,14857.110299999476,14857.110299999476,233.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=332ce5e1-62d5-4221-b472-ede1708a2797&n=2,1,0,14784.434100001818,14784.434100001818,14784.434100001818,14784.434100001818,324.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=3e468ba5-abde-42e2-9d1c-61fe65a85ddc&n=2,1,0,12383.171599998605,12383.171599998605,12383.171599998605,12383.171599998605,325.0,0.017372932968083052,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/find-carparks?uuid=3f371e03-2b0c-4407-8592-49c96b975a02&n=3,1,0,12138.005100001465,12138.005100001465,12138.005100001465,12138.005100001465,416.0,0.017372932968083052,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/find-carparks?uuid=40292beb-93d1-47e2-a737-20404b0aa292&n=2,1,0,550.6230999963009,550.6230999963009,550.6230999963009,550.6230999963009,321.0,0.017372932968083052,0.0,550,550,550,550,550,550,550,550,550,550,550
GET,/api/find-carparks?uuid=413d6979-b809-4513-8b55-b9b310cc410f&n=4,1,0,14719.71250000206,14719.71250000206,14719.71250000206,14719.71250000206,507.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=47a09c89-9880-41ff-8318-3beff357a643&n=1,1,0,13695.28580000042,13695.28580000042,13695.28580000042,13695.28580000042,233.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=4b90b65f-777b-4add-8739-45d8c43c6035&n=2,1,0,12144.77430000261,12144.77430000261,12144.77430000261,12144.77430000261,324.0,0.017372932968083052,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/find-carparks?uuid=5732b5d7-49a7-4a15-9a88-413cad9c4e03&n=3,1,0,13636.548100002983,13636.548100002983,13636.548100002983,13636.548100002983,413.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=58b619e1-2fa1-4562-b7f9-39cf3f1641fb&n=3,1,0,14743.246699996234,14743.246699996234,14743.246699996234,14743.246699996234,414.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=5f9f889d-35a5-49bf-ac4c-b7a6084753b7&n=4,1,0,14346.257000004698,14346.257000004698,14346.257000004698,14346.257000004698,507.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=633c3425-66e0-4207-8017-aa348dfcabba&n=1,1,0,11095.302999994601,11095.302999994601,11095.302999994601,11095.302999994601,233.0,0.017372932968083052,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/find-carparks?uuid=6594532c-3c0a-4b2f-9c73-8104604ffed4&n=3,1,0,1361.148800002411,1361.148800002411,1361.148800002411,1361.148800002411,416.0,0.017372932968083052,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/api/find-carparks?uuid=6cb24777-0bc4-476c-8b4c-f28e73a5d59b&n=2,1,0,13167.14669999783,13167.14669999783,13167.14669999783,13167.14669999783,324.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=6e862095-d2b2-4b0c-bc62-fe763b20b9f2&n=3,1,0,13930.257799998799,13930.257799998799,13930.257799998799,13930.257799998799,416.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=72247aec-b599-4f4f-a952-2d085a5b815f&n=2,1,0,11394.734000001336,11394.734000001336,11394.734000001336,11394.734000001336,324.0,0.017372932968083052,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/find-carparks?uuid=75a4fa79-aa05-4c31-aa11-0bcb2ccef020&n=3,1,0,13975.212700002885,13975.212700002885,13975.212700002885,13975.212700002885,414.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=7856385f-a047-45d6-b73e-9512a9b3a33c&n=1,1,0,13490.139599998656,13490.139599998656,13490.139599998656,13490.139599998656,232.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=82b7280c-55df-408d-a0ce-c33934981388&n=2,1,0,13468.184200006363,13468.184200006363,13468.184200006363,13468.184200006363,324.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=85bc4c8e-39b6-477c-8471-bafe7aa3d2b1&n=2,1,0,14064.973500004271,14064.973500004271,14064.973500004271,14064.973500004271,325.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=91b345b2-8bf8-4e01-842c-ffe777609e01&n=4,1,0,10213.326999997662,10213.326999997662,10213.326999997662,10213.326999997662,506.0,0.017372932968083052,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/find-carparks?uuid=91e79a05-b7b1-44cd-ba04-9f68319715f0&n=4,1,0,3167.140300000028,3167.140300000028,3167.140300000028,3167.140300000028,507.0,0.017372932968083052,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
GET,/api/find-carparks?uuid=935ce83e-c5bc-44ab-b65b-40bfd6658ace&n=4,1,0,12740.674699998635,12740.674699998635,12740.674699998635,12740.674699998635,508.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=94c6cdea-4e5a-4fcd-8dd4-78619e7433da&n=4,1,0,12964.794899999106,12964.794899999106,12964.794899999106,12964.794899999106,509.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=9588e777-f992-4585-bd4e-1950aa740331&n=4,1,0,6075.854100003198,6075.854100003198,6075.854100003198,6075.854100003198,507.0,0.017372932968083052,0.0,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
GET,/api/find-carparks?uuid=958cca32-09ee-4252-929f-205fe0dac0ba&n=1,1,0,10454.010099994775,10454.010099994775,10454.010099994775,10454.010099994775,232.0,0.017372932968083052,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/find-carparks?uuid=99c265bc-1799-44b4-ae66-56b949eed99a&n=2,1,0,14777.198200004932,14777.198200004932,14777.198200004932,14777.198200004932,322.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=9c2f4a5c-28c0-4e7a-845a-ba653cebf784&n=3,1,0,15491.423700004816,15491.423700004816,15491.423700004816,15491.423700004816,413.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=9eaae670-a8fe-4210-b220-55547c6f9643&n=5,1,0,11870.218700001715,11870.218700001715,11870.218700001715,11870.218700001715,600.0,0.017372932968083052,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/api/find-carparks?uuid=a4897aab-cbe9-4df4-b4e6-579698a7de44&n=3,1,0,13908.092300000135,13908.092300000135,13908.092300000135,13908.092300000135,416.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=a5314eb2-2978-442d-bc7c-f467edfd5beb&n=3,1,0,10305.908599999384,10305.908599999384,10305.908599999384,10305.908599999384,414.0,0.017372932968083052,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/find-carparks?uuid=a668a3c7-8318-4bb3-9e48-607d9683418a&n=5,1,0,15549.674800000503,15549.674800000503,15549.674800000503,15549.674800000503,599.0,0.017372932968083052,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/api/find-carparks?uuid=a8998ad5-e444-43ad-a165-ed27198aa643&n=4,1,0,13644.001000000571,13644.001000000571,13644.001000000571,13644.001000000571,507.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=a96098dc-cee1-4445-99f8-7a7c7cbcbafc&n=3,1,0,12729.272800002946,12729.272800002946,12729.272800002946,12729.272800002946,415.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=aa04d3bf-3661-44a7-8854-6fe9fc8a4c65&n=3,1,0,10326.01980000618,10326.01980000618,10326.01980000618,10326.01980000618,414.0,0.017372932968083052,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/find-carparks?uuid=ac8b45be-2238-4c06-a9b4-85f441658da2&n=3,1,0,15363.088299993251,15363.088299993251,15363.088299993251,15363.088299993251,416.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=b165b7a6-4d60-4646-bfd0-a6b939732368&n=5,1,0,9558.47619999986,9558.47619999986,9558.47619999986,9558.47619999986,598.0,0.017372932968083052,0.0,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600
GET,/api/find-carparks?uuid=b1b95470-ae3a-4a21-a602-d368a866db07&n=1,1,0,12542.062900000019,12542.062900000019,12542.062900000019,12542.062900000019,232.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=b53eb3ba-404e-44c9-a7e9-1e1a5c769ea5&n=1,1,0,15479.056299998774,15479.056299998774,15479.056299998774,15479.056299998774,232.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=ba0c7213-9aa7-44f8-ad43-1eb4ac935334&n=2,1,0,14843.368400004692,14843.368400004692,14843.368400004692,14843.368400004692,325.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=bf17b2ad-6fca-4130-843e-60cfed0981ac&n=1,1,0,3437.5728000013623,3437.5728000013623,3437.5728000013623,3437.5728000013623,232.0,0.017372932968083052,0.0,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
GET,/api/find-carparks?uuid=bfdc7022-a05c-4e64-ae34-5b5fea669eeb&n=5,1,0,14546.246199999587,14546.246199999587,14546.246199999587,14546.246199999587,598.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=c35ef5da-3934-48df-a4a7-7e505fc23b1c&n=4,1,0,14273.317499995755,14273.317499995755,14273.317499995755,14273.317499995755,508.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=c69984ea-7b81-43dd-a550-98e71700bb85&n=1,1,0,14658.788799999456,14658.788799999456,14658.788799999456,14658.788799999456,232.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=d06005c6-5130-4b47-99ce-f5a774848618&n=1,1,0,10582.680899999104,10582.680899999104,10582.680899999104,10582.680899999104,232.0,0.017372932968083052,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/api/find-carparks?uuid=d3218bbb-7c40-471a-8435-c86affd442c1&n=3,1,0,13137.952700002643,13137.952700002643,13137.952700002643,13137.952700002643,415.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=d8492a42-8691-470a-975a-9cd06a28fbe6&n=1,1,0,14688.371600001119,14688.371600001119,14688.371600001119,14688.371600001119,232.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=db43f194-a0d8-499d-8b24-e0131ef25ddb&n=2,1,0,6884.183699999994,6884.183699999994,6884.183699999994,6884.183699999994,323.0,0.017372932968083052,0.0,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
GET,/api/find-carparks?uuid=db9ade94-4f2f-400d-a474-32b3402e2527&n=3,1,0,13731.762499999604,13731.762499999604,13731.762499999604,13731.762499999604,414.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=dd533aaa-9448-4b36-9206-0f4e9d06c528&n=4,1,0,14782.147600002645,14782.147600002645,14782.147600002645,14782.147600002645,507.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=def51529-60cf-4884-b79c-c097a8979502&n=2,1,0,14681.207599998743,14681.207599998743,14681.207599998743,14681.207599998743,324.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=defc0bfe-fd9d-4f50-8a9e-2b3055fbb084&n=4,1,0,14074.911800002155,14074.911800002155,14074.911800002155,14074.911800002155,507.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=e33328c0-3569-4b45-8f16-b0489d81b552&n=2,1,0,14619.9712000016,14619.9712000016,14619.9712000016,14619.9712000016,324.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=ea07f2e7-d537-4920-9a15-b025630386e5&n=5,1,0,14804.358500005037,14804.358500005037,14804.358500005037,14804.358500005037,598.0,0.017372932968083052,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/find-carparks?uuid=ea50c13d-d9bd-4056-836c-1f853b9b23e6&n=4,1,0,13462.883100000909,13462.883100000909,13462.883100000909,13462.883100000909,509.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=eba4b872-3c5a-479c-b6bd-b02bbce71f6b&n=2,1,0,10259.201699998812,10259.201699998812,10259.201699998812,10259.201699998812,325.0,0.017372932968083052,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/api/find-carparks?uuid=ed4cd46b-5f39-4913-8ce7-41b3e70b98c2&n=4,1,0,7390.97679999395,7390.97679999395,7390.97679999395,7390.97679999395,505.0,0.017372932968083052,0.0,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400
GET,/api/find-carparks?uuid=f1eb21a0-fc78-4114-851a-f7e1c09de20e&n=5,1,0,13255.420399997092,13255.420399997092,13255.420399997092,13255.420399997092,599.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=f4f708cd-c473-4f8c-bd25-7b40ba4368a7&n=2,1,0,13141.454999997222,13141.454999997222,13141.454999997222,13141.454999997222,324.0,0.017372932968083052,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/api/find-carparks?uuid=f6ee20ee-6d15-4bb7-9f82-e458d45c690f&n=4,1,0,15985.963099999935,15985.963099999935,15985.963099999935,15985.963099999935,502.0,0.017372932968083052,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,/api/find-carparks?uuid=f6f91d01-667e-437a-80f8-0c336a704454&n=1,1,0,13877.87180000305,13877.87180000305,13877.87180000305,13877.87180000305,233.0,0.017372932968083052,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/api/find-carparks?uuid=f948734a-f5a3-4731-b758-75d5de846a9d&n=1,1,0,15748.389899999893,15748.389899999893,15748.389899999893,15748.389899999893,231.0,0.017372932968083052,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
,Aggregated,79,0,13000,12138.727844304007,550.6230999963009,16128.926199999114,395.4810126582278,1.3724617044785612,0.0,13000,14000,15000,15000,15000,16000,16000,16000,16000,16000,16000
