Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/find-carparks?uuid=6e3758ac-cb5c-4ddd-bab9-85a99940b1bc&n=2,1,0,37522.02370000305,37522.02370000305,37522.02370000305,37522.02370000305,325.0,0.01731156001255422,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/api/find-carparks?uuid=6ed77cf9-f347-4d76-a09e-85136a897b7e&n=3,1,0,33526.461699999345,33526.461699999345,33526.461699999345,33526.461699999345,416.0,0.01731156001255422,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/api/find-carparks?uuid=78465e7d-43f0-4d66-a4a1-429c086465b9&n=5,1,0,32007.645600002434,32007.645600002434,32007.645600002434,32007.645600002434,599.0,0.01731156001255422,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,/api/find-carparks?uuid=7fc6db36-3810-4416-bd48-f02ad6d3cc3e&n=2,1,0,36008.37590000447,36008.37590000447,36008.37590000447,36008.37590000447,324.0,0.01731156001255422,0.0,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,/api/find-carparks?uuid=835b8162-fbbf-41a3-9433-cb23ca7bf530&n=2,1,0,34426.25340000086,34426.25340000086,34426.25340000086,34426.25340000086,324.0,0.01731156001255422,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/api/find-carparks?uuid=8590da2f-58ba-4994-907f-120dfe3a17c7&n=1,1,0,19773.48090000305,19773.48090000305,19773.48090000305,19773.48090000305,233.0,0.01731156001255422,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/find-carparks?uuid=9c0a5f4b-0ced-4360-af71-e397290e7246&n=4,1,0,22030.31860000192,22030.31860000192,22030.31860000192,22030.31860000192,507.0,0.01731156001255422,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/api/find-carparks?uuid=a35a4d4c-abb0-4714-b8d8-8ffab8d81b3e&n=1,1,0,23704.294899995148,23704.294899995148,23704.294899995148,23704.294899995148,233.0,0.01731156001255422,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/api/find-carparks?uuid=aa361f8d-eed9-48e3-8e98-39de4c789e9f&n=5,1,0,29605.746900000668,29605.746900000668,29605.746900000668,29605.746900000668,599.0,0.01731156001255422,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,/api/find-carparks?uuid=b0045c14-5d5d-4905-9aa5-54e650b755a8&n=1,1,0,27045.975000000908,27045.975000000908,27045.975000000908,27045.975000000908,232.0,0.01731156001255422,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,/api/find-carparks?uuid=b3246d8a-da60-4a40-94f5-03b3141d639f&n=1,1,0,36438.50720000046,36438.50720000046,36438.50720000046,36438.50720000046,232.0,0.01731156001255422,0.0,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,/api/find-carparks?uuid=bfbd358b-f85e-419e-a72f-50139842ce77&n=4,1,0,39577.68329999817,39577.68329999817,39577.68329999817,39577.68329999817,508.0,0.01731156001255422,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/api/find-carparks?uuid=efbc5f35-fbf6-4288-8d17-8c2e85e7f6f8&n=2,1,0,24296.603000002506,24296.603000002506,24296.603000002506,24296.603000002506,325.0,0.01731156001255422,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/api/find-carparks?uuid=f6c970b0-d321-4104-b41b-62e38c895913&n=2,1,0,23542.98420000123,23542.98420000123,23542.98420000123,23542.98420000123,324.0,0.01731156001255422,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/api/find-carparks?uuid=f9aa4c1f-d600-4738-a665-91ec419548c1&n=5,1,0,42265.40790000581,42265.40790000581,42265.40790000581,42265.40790000581,598.0,0.01731156001255422,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,/api/find-carparks?uuid=ffbc7d6e-3bf9-4d8f-805c-a1b27f44778b&n=4,1,0,25934.04179999925,25934.04179999925,25934.04179999925,25934.04179999925,508.0,0.01731156001255422,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
,Aggregated,27,0,28000,29281.842951852017,19773.48090000305,42265.40790000581,395.3333333333333,0.467412120338964,0.0,28000,30000,34000,36000,38000,40000,42000,42000,42000,42000,42000
